[2022-11-29 14:19:40 Info] Script args: Namespace(dataset='ds_permuted_mnist', nn_arch='mnist_compare', logname='testingbgd', results_dir='res', seed=630436960, num_workers=8, num_epochs=6, batch_size=1, pruning_percents=[], train_mc_iters=10, std_init=0.06, mean_eta=1, permanent_prune_on_epoch=-1, permanent_prune_on_epoch_percent=90, test_freq=1, contpermuted_beta=3, optimizer='bgd', optimizer_params='{}', inference_mc=True, inference_map=True, inference_committee=True, inference_aggsoftmax=True, inference_initstd=True, committee_size=10, test_mc_iters=10, init_params=['{"bias_type":', '"xavier",', '"conv_type":', '"xavier",', '"bn_init":', '"01"}'], desc=['BGD', 'on', 'permuted', 'mnist'], bw_to_rgb=False, permuted_offset=False, labels_trick=False, num_of_permutations=5, iterations_per_virtual_epc=468, separate_labels_space=False, permute_seed=123456)
[2022-11-29 14:19:40 Info] Computer name: DESKTOP-G99104T with pytorch version: 1.13.0+cu116
[2022-11-29 14:19:40 Info] Transformed model to CUDA
[2022-11-29 14:19:40 Info] Initialized 0 Conv2d layers using nn.init.xavier_normal_
[2022-11-29 14:19:41 Info] Initialized 2 linear layers using xavier
[2022-11-29 14:19:41 Info] Initialized 0 bias conv2d layers using nn.init.xavier.noraml_
[2022-11-29 14:19:41 Info] Initialized 2 bias linear layers using xavier
[2022-11-29 14:19:41 Info] Initialized 0 BN layers using weight=1 and bias=0
[2022-11-29 14:19:41 Info] BGD params: {'mean_eta': 1, 'std_init': 0.06, 'mc_iters': 10}
[2022-11-29 14:19:41 Info] Inference method: {'committee', 'agg_softmax', 'map', 'test_mc', 'init_std'}
[2022-11-29 14:19:41 Info] Number of parameters in the model is 407,050
[2022-11-29 14:19:41 Info] Criterion parameters: type=<class 'torch.nn.modules.loss.CrossEntropyLoss'>
[2022-11-29 14:19:41 Info] Running training from epoch 1 to epoch 6
[2022-11-29 14:19:41 Info] Training epoch number 1 with dataset number 0
[2022-11-29 14:19:47 Info] Epoch 1, train set, Iter 100 current average loss 2.503066407710311 current average acc 0.0%
[2022-11-29 14:19:49 Info] Epoch 1, train set, Iter 200 current average loss 2.3760970371291035 current average acc 0.0%
[2022-11-29 14:19:52 Info] Epoch 1, train set, Iter 300 current average loss 2.2541653046223016 current average acc 0.0%
[2022-11-29 14:19:54 Info] Epoch 1, train set, Iter 400 current average loss 2.1460971911043183 current average acc 0.0%
[2022-11-29 14:19:56 Info] Epoch 1, train set, Iter 500 current average loss 2.0921106307809323 current average acc 0.0%
[2022-11-29 14:19:58 Info] Epoch 1, train set, Iter 600 current average loss 2.0037171571668435 current average acc 0.0%
[2022-11-29 14:20:01 Info] Epoch 1, train set, Iter 700 current average loss 1.9418296400470325 current average acc 0.0%
[2022-11-29 14:20:03 Info] Epoch 1, train set, Iter 800 current average loss 1.8674782392043339 current average acc 0.0%
[2022-11-29 14:20:05 Info] Epoch 1, train set, Iter 900 current average loss 1.8040172515415902 current average acc 0.0%
